CODE,NAME,MALE_POPULATION,FEMALE_POPULATION,TOTAL_POPULATION
3604030,CIOMAS,19175,17967,37142
3604040,PABUARAN,19699,18279,37978
3604041,GUNUNG SARI,10063,9281,19344
3604050,BAROS,26849,24475,51324
3604060,PETIR,25228,24959,50187
3604061,TUNJUNG TEJA,19835,19138,38973
3604080,CIKEUSAL,32569,32304,64873
3604090,PAMARAYAN,24797,23964,48761
3604091,BANDUNG,15658,14946,30604
3604100,JAWILAN,27177,25399,52576
3604110,KOPO,24664,23357,48021
3604120,CIKANDE,46797,44809,91606
3604121,KIBIN,27592,39617,67209
3604130,KRAGILAN,40669,38562,79231
3604180,WARINGINKURUNG ,21236,20132,41368
3604190,MANCAK,22488,20687,43175
3604200,ANYAR,26435,25233,51668
3604210,BOJONEGARA,21356,20290,41646
3604211,PULO AMPEL,17615,16548,34163
3604220,KRAMATWATU,44867,42439,87306
3604240,CIRUAS,40586,38893,79479
3604250,PONTANG,25404,23231,48635
3604260,CARENANG,20982,20222,41204
3604261,BINUANG,13716,13619,27335
3604270,TIRTAYASA,19645,18186,37831
3604271,TANARA,19014,17873,36887
3671,KOTA TANGERANG,919638,878077,1797715
3671010,CILEDUG,75511,71943,147454
3671011,LARANGAN,83648,80789,164437
3671012,KARANG TENGAH,60123,58785,118908
3671020,CIPONDOH,108701,105668,214369
3671021,PINANG,81460,78908,160368
3671030,TANGERANG,78583,73808,152391
3671031,KARAWACI,85411,84263,169674
3671040,JATI UWUNG,63880,56626,120506
3671041,CIBODAS,72013,70766,142779
3671042,PERIUK,66273,62777,129050
3671050,BATUCEPER,46567,43814,90381
3671051,NEGLASARI,53858,49598,103456
3671060,BENDA,43610,40332,83942
3672,KOTA CILEGON,191729,182735,374464
3672010,CIWANDAN,22193,20738,42931
3672011,CITANGKIL,33298,31757,65055
3672020,PULOMERAK,22003,21222,43225
3672021,PURWAKARTA,19951,18574,38525
3672022,GROGOL,19741,18753,38494
3672030,CILEGON,20129,19332,39461
3672031,JOMBANG,30935,29424,60359
3672040,CIBEBER,23479,22935,46414
3673,KOTA SERANG,296806,280155,576961
3673010,CURUG,24470,22705,47175
3673020,WALANTAKA,38580,37101,75681
3673030,CIPOCOK JAYA,41545,39317,80862
3673040,SERANG,105912,101153,207065
3673050,TAKTAKAN,40559,37825,78384
3673060,KASEMEN,45740,42054,87794
3674,KOTA TANGERANG SELATAN,658701,644868,1303569
3674010,SETU,33260,31725,64985
3674020,SERPONG ,68129,69269,137398
3674030,PAMULANG,146141,142370,288511
3674040,CIPUTAT,99387,96513,195900
3674050,CIPUTAT TIMUR,93057,90273,183330
3674060,PONDOK AREN,155838,151316,307154
3674070,SERPONG UTARA,62889,63402,126291
5100,BALI,1961170,1930258,3891428
5101,JEMBRANA,130049,131569,261618
5101010,MELAYA,25242,25128,50370
5101020,NEGARA,39162,38573,77735
5101021,JEMBRANA,25410,26245,51655
5101030,MENDOYO,27597,28658,56255
5101040,PEKUTATAN,12638,12965,25603
5102,TABANAN,209190,211180,420370
5102010,SELEMADEG,9428,9844,19272
5102011,SELEMADEG TIMUR,10366,10776,21142
5102012,SELEMADEG BARAT,9352,9422,18774
5102020,KERAMBITAN,18610,19067,37677
5102030,TABANAN,35293,35251,70544
5102040,KEDIRI,42417,41625,84042
5102050,MARGA,19867,20311,40178
5102060,BATURITI,23202,23130,46332
5102070,PENEBEL,21497,22591,44088
5102080,PUPUAN,19158,19163,38321
5103,BADUNG,277557,266124,543681
5103010,KUTA SELATAN,59695,56448,116143
5103020,KUTA,45060,41597,86657
5103030,KUTA UTARA,53397,50378,103775
5103040,MENGWI ,62148,60710,122858
5103050,ABIANSEMAL,43988,43991,87979
5103060,PETANG,13269,13000,26269
5104,GIANYAR,237669,232711,470380
5104010,SUKAWATI,56068,54506,110574
5104020,BLAHBATUH,33255,32638,65893
5104030,GIANYAR,44062,43149,87211
5104040,TAMPAKSIRING,23324,22507,45831
5104050,UBUD,35035,34326,69361
5104060,TEGALLALANG,25289,25051,50340
5104070,PAYANGAN,20636,20534,41170
5105,KLUNGKUNG,84560,85999,170559
5105010,NUSA PENIDA,22562,22616,45178
5105020,BANJARANGKAN,18558,18576,37134
5105030,KLUNGKUNG,27092,27983,55075
5105040,DAWAN,16348,16824,33172
5106,BANGLI,109189,106215,215404
5106010,SUSUT,21774,21494,43268
5106020,BANGLI,24279,23920,48199
5106030,TEMBUKU,17108,16679,33787
5106040,KINTAMANI,46028,44122,90150
5107,KARANGASEM,198866,198026,396892
5107010,RENDANG,18656,18305,36961
5107020,SIDEMEN,15586,16106,31692
5107030,MANGGIS,21870,22160,44030
5107040,KARANGASEM,41334,41256,82590
5107050,ABANG,30858,30393,61251
5107060,BEBANDEM,22427,22727,45154
5107070,SELAT,18885,19250,38135
5107080,KUBU,29250,27829,57079
5108,BULELENG,311064,313015,624079
5108010,GEROKGAK,39620,39256,78876
5108020,SERIRIT,34194,35354,69548
5108030,BUSUNGBIU,19671,19848,39519
5108040,BANJAR,34192,34792,68984
5108050,SUKASADA,35870,36156,72026
5108060,BULELENG,64113,64839,128952
5108070,SAWAN,28980,29653,58633
5108080,KUBUTAMBAHAN,27192,26545,53737
5108090,TEJAKULA,27232,26572,53804
5171,KOTA DENPASAR,403026,385419,788445
5171010,DENPASAR SELATAN,125392,119565,244957
5171020,DENPASAR TIMUR,70201,67731,137932
5171030,DENPASAR BARAT,117316,112167,229483
5171031,DENPASAR UTARA,90117,85956,176073
5200,NUSA TENGGARA BARAT,2180168,2316687,4496855
5201,LOMBOK BARAT,293123,306486,599609
5201010,SEKOTONG TENGAH,28329,28639,56968
5201011,LEMBAR,21725,22663,44388
5201020,GERUNG,35221,39040,74261
5201030,LABU API,29589,31289,60878
5201040,KEDIRI,26404,27674,54078
5201041,KURIPAN,16708,17321,34029
5201050,NARMADA,42791,45024,87815
5201051,LINGSAR,30875,32301,63176
5201060,GUNUNG SARI,38774,39834,78608
5201061,BATU LAYAR,22707,22701,45408
5202,LOMBOK TENGAH,406783,452526,859309
5202010,PRAYA BARAT,33090,35963,69053
5202011,PRAYA BARAT DAYA,24230,26971,51201
5202020,PUJUT,46431,50416,96847
5202030,PRAYA TIMUR,29904,32768,62672
5202040,JANAPRIA,32326,37554,69880
5202050,KOPANG,34692,40916,75608
5202060,PRAYA,49604,53700,103304
5202061,PRAYA TENGAH,28663,31261,59924
5202070,JONGGAT,42892,46425,89317
5202080,PRINGGARATA ,29881,32898,62779
5202090,BATUKLIANG,33038,38460,71498
5202091,BATUKLIANG UTARA,22032,25194,47226
5203,LOMBOK TIMUR,514327,591344,1105671
5203010,KERUAK,22466,25227,47693
5203011,JEROWARU,25593,27607,53200
5203020,SAKRA,24414,28419,52833
5203021,SAKRA BARAT,21294,25532,46826
5203022,SAKRA TIMUR,18546,22487,41033
5203030,TERARA,31116,34372,65488
5203031,MONTONG GADING,18282,22274,40556
5203040,SIKUR,30635,36981,67616
5203050,MASBAGIK,44516,49411,93927
5203051,PRINGGASELA,22979,27102,50081
5203060,SUKAMULIA,13797,16595,30392
5203061,SURALAGA,23981,27856,51837
5203070,SELONG,39167,43338,82505
5203071,LABUHAN HAJI,24916,28218,53134
5203080,PRINGGABAYA,42588,48017,90605
5203081,SUELA,17109,20500,37609
5203090,AIKMEL,42493,50325,92818
5203091,WANASABA,27075,32207,59282
5203092,SEMBALUN,9036,9740,18776
5203100,SAMBELIA,14324,15136,29460
5204,SUMBAWA,211451,203912,415363
5204020,LUNYUK,9322,8801,18123
5204021,ORONG TELU,2351,2179,4530
5204050,ALAS,14131,13862,27993
5204051,ALAS BARAT,9427,8998,18425
5204052,BUER,6709,6699,13408
5204061,UTAN,14584,14244,28828
5204062,RHEE,3591,3317,6908
5204070,BATULANTEH,5261,4866,10127
5204080,SUMBAWA,28394,28255,56649
5204081,LABUHAN BADAS,14484,14386,28870
5204082,UNTER IWIS,9295,8813,18108
5204090,MOYO HILIR,11279,10959,22238
5204091,MOYO UTARA,4551,4472,9023
5204100,MOYO HULU,10230,9641,19871
5204110,ROPANG,2653,2364,5017
5204111,LENANGGUAR,3298,2988,6286
5204112,LANTUNG,1410,1357,2767
5204121,LAPE,8263,7868,16131
5204122,LOPOK,8876,8674,17550
5204130,PLAMPANG,14243,13570,27813
5204131,LABANGKA ,5237,4911,10148
5204132,MARONGE,5064,4703,9767
5204140,EMPANG,11078,10502,21580
5204141,TARANO,7720,7483,15203
5205,DOMPU,110704,108280,218984
5205010,HU'U,8093,7948,16041
5205011,PAJO,6385,6194,12579
5205020,DOMPU,24937,24966,49903
5205030,WOJA,26184,25410,51594
5205040,KILO,6211,5855,12066
5205050,KEMPO,9180,8980,18160
5205051,MANGGALEWA,14049,13727,27776
5205060,PEKAT,15665,15200,30865
5206,BIMA,218280,220242,438522
5206010,MONTA,16868,16502,33370
5206011,PARADO,4298,4373,8671
5206020,BOLO,22113,22163,44276
5206021,MADA PANGGA,13481,13974,27455
5206030,WOHA,21865,22034,43899
5206040,BELO,12312,12645,24957
5206041,PALIBELO,12212,12531,24743
5206050,WAWO,7745,8407,16152
5206051,LANGGUDU,13042,13241,26283
5206052,LAMBITU,2548,2508,5056
5206060,SAPE,26518,26579,53097
5206061,LAMBU,16882,16946,33828
5206070,WERA,13891,14086,27977
5206071,AMBALAWI,9103,9031,18134
5206080,DONGGO,8243,8496,16739
5206081,SOROMANDI,7736,7736,15472
5206090,SANGGAR,5961,5877,11838
5206091,TAMBORA,3462,3113,6575
5207,SUMBAWA BARAT,58170,56584,114754
5207010,SEKONGKANG,4172,4015,8187
5207020,JEREWEH,4210,4181,8391
5207021,MALUK,6196,5679,11875
5207030,TALIWANG,22095,21937,44032
5207031,BRANG ENE,2578,2502,5080
5207040,BRANG REA,6447,6084,12531
5207050,SETELUK,7777,7623,15400
5207051,POTO TANO,4695,4563,9258
5208,LOMBOK UTARA,98623,101281,199904
5208010,PEMENANG,16453,16003,32456
5208020,TANJUNG,21996,22565,44561
5208030,GANGGA,19931,20983,40914
5208040,KAYANGAN ,18314,19087,37401
5208050,BAYAN,21929,22643,44572
5271,KOTA MATARAM,198866,203430,402296
5271010,AMPENAN,39542,39111,78653
5271011,SEKARBELA,26162,26981,53143
5271020,MATARAM,35617,37225,72842
5271021,SELAPARANG,35509,37217,72726
5271030,CAKRANEGARA,31626,32384,64010
5271031,SANDUBAYA,30410,30512,60922
5272,KOTA BIMA,69841,72602,142443
5272010,RASANAE BARAT,15366,15662,31028
5272011,MPUNDA,15405,17126,32531
5272020,RASANAE TIMUR,8010,8186,16196
5272021,RABA,17012,17745,34757
5272030,ASAKOTA,14048,13883,27931
5300,NUSA TENGGARA TIMUR,2323534,2355782,4679316
5301,SUMBA BARAT,57567,53456,111023
5301021,LAMBOYA,8246,7842,16088
5301022,WANOKAKA,7184,6844,14028
5301023,LABOYA BARAT,3819,3524,7343
5301050,LOLI,14520,12551,27071
5301060,KOTA WAIKABUBAK,14854,13976,28830
5301072,TANA RIGHU,8944,8719,17663
5302,SUMBA TIMUR,117656,110179,227835
5302010,LEWA,7984,7443,15427
5302011,NGGAHA ORIANGU,4377,4285,8662
5302012,LEWA TIDAHU,3161,2979,6140
5302013,KATALA HAMU LINGU,1874,1812,3686
5302020,TABUNDUNG,4236,4059,8295
5302021,PINUPAHAR,3321,3092,6413
5302030,PABERIWAI,2945,2681,5626
5302031,KARERA,3777,3581,7358
5302032,MATAWAI LA PAWU,2972,2818,5790
5302033,KAHAUNGU ETI,4189,3989,8178
5302034,MAHU,2074,1843,3917
5302035,NGADU NGALA,2515,2288,4803
5302040,PAHUNGA LODU,6282,5976,12258
5302041,WULA WAIJELU ,3573,3342,6915
5302051,RINDI,4656,4437,9093
5302052,UMALULU,8411,7831,16242
5302060,PANDAWAI,7694,7159,14853
5302061,KAMBATA MAPAMBUHANG,1797,1637,3434
5302070,KOTA WAINGAPU,18195,16939,35134
5302071,KAMBERA,16070,15042,31112
5302080,HAHARU,2901,2682,5583
5302081,KANATANG,4652,4264,8916
5303,KUPANG,155808,148190,303998
5303100,SEMAU,3443,3222,6665
5303101,SEMAU SELATAN,2416,2300,4716
5303110,KUPANG BARAT,7976,7256,15232
5303111,NEKAMESE,4529,4398,8927
5303120,KUPANG TENGAH,17518,16304,33822
5303121,TAEBENU,7231,7317,14548
5303130,AMARASI,7763,7505,15268
5303131,AMARASI BARAT,7397,7015,14412
5303132,AMARASI SELATAN,5214,5029,10243
5303133,AMARASI TIMUR,3712,3379,7091
5303140,KUPANG TIMUR,20847,19492,40339
5303141,AMABI OEFETO TIMUR,6686,6360,13046
5303142,AMABI OEFETO,3920,3830,7750
5303150,SULAMU,7364,6803,14167
5303160,FATULEU,11895,11127,23022
5303161,FATULEU TENGAH,2409,2471,4880
5303162,FATULEU BARAT,4276,4156,8432
5303170,TAKARI,10386,9880,20266
5303180,AMFOANG SELATAN,4328,4299,8627
5303181,AMFOANG BARAT DAYA,2124,2141,4265
5303182,AMFOANG TENGAH,2695,2703,5398
5303190,AMFOANG UTARA,3602,3404,7006
5303191,AMFOANG BARAT LAUT,4484,4299,8783
5303192,AMFOANG TIMUR,3593,3500,7093
5304,TIMOR TENGAH SELATAN,218015,222455,440470
5304010,MOLLO UTARA,11573,11717,23290
5304011,FATUMNASI,3296,3366,6662
5304012,TOBU,4519,4865,9384
5304013,NUNBENA,2524,2550,5074
5304020,MOLLO SELATAN,7694,7403,15097
5304021,POLEN,6725,6871,13596
5304022,MOLLO BARAT,3748,3733,7481
5304023,MOLLO TENGAH,3574,3508,7082
5304030,KOTA SOE,19946,19151,39097
5304040,AMANUBAN BARAT,10921,10819,21740
5304041,BATU PUTIH,6121,5990,12111
5304042,KUATNANA ,7435,7360,14795
5304050,AMANUBAN SELATAN,12012,11798,23810
5304051,NOEBEBA,5732,5508,11240
5304060,KUAN FATU,9491,9477,18968
5304061,KUALIN,10517,10370,20887
5304070,AMANUBAN TENGAH,7505,7645,15150
5304071,KOLBANO,9097,9375,18472
5304072,OENINO,5225,5351,10576
5304080,AMANUBAN TIMUR,8225,8422,16647
5304081,FAUTMOLO,3510,3735,7245
5304082,FATUKOPA,2413,2581,4994
5304090,KIE,10245,11017,21262
5304091,KOT'OLIN,5363,5755,11118
5304100,AMANATUN SELATAN,8450,9409,17859
5304101,BOKING,4808,5074,9882
5304102,NUNKOLO,6512,7256,13768
5304103,NOEBANA,2246,2424,4670
5304104,SANTIAN,3060,3426,6486
5304110,AMANATUN UTARA,7888,8562,16450
5304111,TOIANAS,6089,6328,12417
5304112,KOKBAUN,1551,1609,3160
5305,TIMOR TENGAH UTARA,113926,115677,229603
5305010,MIOMAFFO BARAT,6913,7519,14432
5305011,MIOMAFFO TENGAH,2558,2692,5250
5305012,MUSI,1965,2097,4062
5305013,MUTIS,3285,3290,6575
5305020,MIOMAFFO TIMUR,5130,5426,10556
5305021,NOEMUTI,5310,5610,10920
5305022,BIKOMI SELATAN,4858,4929,9787
5305023,BIKOMI TENGAH,3314,3351,6665
5305024,BIKOMI NILULAT,2134,2159,4293
5305025,BIKOMI UTARA,2684,2893,5577
5305026,NAIBENU,2331,2617,4948
5305027,NOEMUTI TIMUR,1805,1858,3663
5305030,KOTA KEFAMENANU,21771,21162,42933
5305040,INSANA,8936,9157,18093
5305041,INSANA UTARA,4415,4274,8689
5305042,INSANA BARAT,4414,4478,8892
5305043,INSANA TENGAH,4494,4664,9158
5305044,INSANA FAFINESU,2455,2522,4977
5305050,BIBOKI SELATAN,4284,4397,8681
5305051,BIBOKI TANPAH,2624,2710,5334
5305052,BIBOKI MOENLEU,3537,3521,7058
5305060,BIBOKI UTARA,5136,5117,10253
5305061,BIBOKI ANLEU,7570,7295,14865
5305062,BIBOKI FEOTLEU,2003,1939,3942
5306,BELU ,174143,178257,352400
5306010,MALAKA BARAT,9304,10357,19661
5306011,RINHAT,6603,6797,13400
5306012,WEWIKU,8384,8689,17073
5306013,WELIMAN,8264,8944,17208
5306020,MALAKA TENGAH,16425,17727,34152
5306021,SASITA MEAN,3905,4049,7954
5306022,BOTIN LEOBELE,2100,2380,4480
5306023,IO KUFEU,3505,3873,7378
5306030,MALAKA TIMUR,4526,4622,9148
5306031,LAEN MANEN,5425,5439,10864
5306032,RAI MANUK,7185,7189,14374
5306040,KOBALIMA,8237,8551,16788
5306041,KOBALIMA TIMUR,2944,3066,6010
5306050,TASIFETO BARAT,11323,11021,22344
5306051,KAKULUK MESAK,8783,8751,17534
5306052,NANAET DUBESI,1909,2095,4004
5306060,ATAMBUA,13082,13432,26514
5306061,ATAMBUA BARAT,11007,10529,21536
5306062,ATAMBUA SELATAN,11841,10895,22736
5306070,TASIFETO TIMUR,10554,10362,20916
5306071,RAIHAT,6551,6712,13263
5306072,LASIOLAT,3074,3094,6168
5306080,LAMAKNEN,5633,5956,11589
5306081,LAMAKNEN SELATAN,3579,3727,7306
5307,ALOR,92946,97307,190253
5307010,PANTAR,4319,4492,8811
5307011,PANTAR BARAT,3272,3456,6728
5307012,PANTAR TIMUR,5174,5600,10774
5307013,PANTAR BARAT LAUT,2104,2169,4273
5307014,PANTAR TENGAH,4551,4759,9310
5307020,ALOR BARAT DAYA,10495,11086,21581
5307021,MATARU,2725,2824,5549
5307030,ALOR SELATAN,4366,4506,8872
5307040,ALOR TIMUR,3740,3777,7517
5307041,ALOR TIMUR LAUT,4306,4301,8607
5307042,PUREMAN,1675,1793,3468
5307050,TELUK MUTIARA,23918,24612,48530
5307051,KABOLA,3588,3743,7331
5307060,ALOR BARAT LAUT,9055,9722,18777
5307061,ALOR TENGAH UTARA,5181,5746,10927
5307062,PULAU PURA,2396,2662,5058
5307063,LEMBUR,2081,2059,4140
5308,LEMBATA,55256,62382,117638
5308010,NAGAWUTUNG,4046,4637,8683
5308011,WULANDONI,3779,4568,8347
5308020,ATADEI ,3409,4134,7543
5308030,ILE APE,5167,6333,11500
5308031,ILE APE TIMUR,2239,2865,5104
5308040,LEBATUKAN,3938,4588,8526
5308050,NUBATUKAN,16452,16688,33140
5308060,OMESURI,7443,8456,15899
5308070,BUYASARI,8783,10113,18896
5309,FLORES TIMUR,111289,121023,232312
5309010,WULANGGITANG,6496,6640,13136
5309011,TITEHENA,5490,5667,11157
5309012,ILEBURA,2958,3289,6247
5309020,TANJUNG BUNGA,5959,5966,11925
5309021,LEWO LEMA,3879,4056,7935
5309030,LARANTUKA,18538,18733,37271
5309031,ILE MANDIRI,4513,4640,9153
5309032,DEMON PAGONG,2058,2230,4288
5309040,SOLOR BARAT,4307,5045,9352
5309041,SOLOR SELATAN,2125,2712,4837
5309050,SOLOR TIMUR,5990,6879,12869
5309060,ADONARA BARAT,5811,5938,11749
5309061,WOTAN ULU MADO,3816,4056,7872
5309062,ADONARA TENGAH,5193,5494,10687
5309070,ADONARA TIMUR,12377,13767,26144
5309071,ILE BOLENG,6269,7597,13866
5309072,WITIHAMA,6454,7679,14133
5309073,KELUBAGOLIT,4644,5424,10068
5309074,ADONARA,4412,5211,9623
5310,SIKKA,142207,158094,300301
5310010,PAGA,7313,8409,15722
5310011,MEGO,5687,6129,11816
5310012,TANA WAWO,4076,4634,8710
5310020,LELA,5344,6298,11642
5310030,BOLA,4726,5996,10722
5310031,DORENG,5349,5887,11236
5310032,MAPITARA,3020,3282,6302
5310040,TALIBURA,9819,10662,20481
5310041,WAIGETE,10606,11576,22182
5310042,WAIBLAMA,3330,3614,6944
5310050,KEWAPANTE,6200,7238,13438
5310051,HEWOKLOANG,3872,4376,8248
5310052,KANGAE,7515,8932,16447
5310061,PALUE,4065,5494,9559
5310062,KOTING,2981,3380,6361
5310063,NELLE,2680,3118,5798
5310070,NITA,10227,10976,21203
5310071,MAGEPANDA ,5575,5871,11446
5310080,ALOK,16155,16854,33009
5310081,ALOK BARAT,8354,8498,16852
5310082,ALOK TIMUR,15313,16870,32183
5311,ENDE,123818,136610,260428
5311010,NANGAPANDA,9396,10471,19867
5311011,PULAU ENDE,3717,4038,7755
5311012,MAUKARO,3378,3585,6963
5311020,ENDE,6904,8146,15050
5311030,ENDE SELATAN,12050,11931,23981
5311031,ENDE TIMUR,9668,10133,19801
5311032,ENDE TENGAH,13132,14694,27826
5311033,ENDE UTARA,8608,9522,18130
5311040,NDONA,5795,6601,12396
5311041,NDONA TIMUR,2387,2679,5066
5311050,WOLOWARU,7253,8690,15943
5311051,WOLOJITA,2824,3373,6197
5311052,LIO TIMUR,3360,3859,7219
5311053,KELIMUTU,3447,4111,7558
5311054,NDORI,2253,2873,5126
5311060,MAUROLE,5509,5864,11373
5311061,KOTABARU,6128,6485,12613
5311062,DETUKELI,3312,3476,6788
5311070,DETUSOKO,6639,7638,14277
5311071,WEWARIA,8058,8441,16499
5312,NGADA,69703,72551,142254
5312010,AIMERE,7129,7704,14833
5312011,JEREBUU,3350,3898,7248
5312020,BAJAWA,17790,18221,36011
5312030,GOLEWA,17543,18523,36066
5312070,BAJAWA UTARA,4188,4295,8483
5312071,SOA,6203,6452,12655
5312080,RIUNG,6872,6992,13864
5312081,RIUNG BARAT,3957,3803,7760
5312082,WOLOMEZE,2671,2663,5334
5313,MANGGARAI,143572,148465,292037
5313040,SATAR MESE,14904,15543,30447
5313041,SATAR MESE BARAT,14483,15352,29835
5313110,LANGKE REMBONG,32342,33886,66228
5313120,RUTENG,19142,19808,38950
5313121,WAE RII,12803,12790,25593
5313122,LELAK,5354,5465,10819
5313123,RAHONG UTARA,10110,10568,20678
5313130,CIBAL,18422,19355,37777
5313140,REOK,16012,15698,31710
5314,ROTE NDAO ,61147,58564,119711
5314010,ROTE BARAT DAYA,10030,9736,19766
5314020,ROTE BARAT LAUT,11279,11099,22378
5314030,LOBALAIN,12976,11960,24936
5314040,ROTE TENGAH,4124,3900,8024
5314041,ROTE SELATAN,2630,2536,5166
5314050,PANTAI BARU,6307,6013,12320
5314060,ROTE TIMUR,8555,8103,16658
5314070,ROTE BARAT,5246,5217,10463
5315,MANGGARAI BARAT,109978,111452,221430
5315010,KOMODO,20750,20259,41009
5315011,BOLENG,8307,8249,16556
5315020,SANO NGGOANG,12446,12683,25129
5315030,LEMBOR,24583,25226,49809
5315031,WELAK,9512,9601,19113
5315040,KUWUS,19877,20391,40268
5315050,MACANG PACAR,14503,15043,29546
5316,SUMBA TENGAH,32347,30163,62510
5316010,KATIKUTANA,5075,4745,9820
5316011,KATIKUTANA SELATAN,5196,4902,10098
5316020,UMBU RATU NGGAY BARAT,8495,7734,16229
5316030,UMBU RATU NGGAY,6325,5908,12233
5316040,MAMBORO,7256,6874,14130
5317,SUMBA BARAT DAYA,146012,137806,283818
5317010,KODI BANGEDO,18570,17528,36098
5317020,KODI,15822,15284,31106
5317030,KODI UTARA,26140,24310,50450
5317040,WEWEWA SELATAN,10926,10695,21621
5317050,WEWEWA BARAT,23285,21826,45111
5317060,WEWEWA TIMUR,27626,25969,53595
5317070,WEWEWA UTARA,5937,5712,11649
5317080,LOURA,17706,16482,34188
5318,NAGEKEO,63375,66581,129956
5318010,MAUPONGGO,9966,10602,20568
5318020,KEO TENGAH,6290,7143,13433
5318030,NANGARORO,8070,9062,17132
5318040,BOAWAE,16610,17185,33795
5318050,AESESA SELATAN,3069,3182,6251
5318060,AESESA,16943,16953,33896
5318070,WOLOWAE,2427,2454,4881
5319,MANGGARAI TIMUR,125340,127414,252754
5319010,BORONG ,30296,31181,61477
5319020,KOTA KOMBA,23048,23184,46232
5319030,ELAR,15156,14816,29972
5319040,SAMBI RAMPAS,13097,13083,26180
5319050,POCO RANAKA,28207,29219,57426
5319060,LAMBA LEDA,15536,15931,31467
5320,SABU RAIJUA,37352,35648,73000
5320010,RAIJUA,3923,3755,7678
5320020,HAWU MEHARA,7784,7708,15492
5320030,SABU LIAE,4483,4333,8816
5320040,SABU BARAT,13674,12740,26414
5320050,SABU TENGAH,3675,3480,7155
5320060,SABU TIMUR,3813,3632,7445
5371,KOTA KUPANG,172077,163508,335585
5371010,ALAK,26421,24801,51222
5371020,MAULAFA,33373,31893,65266
5371030,OEBOBO,65064,62462,127526
5371040,KELAPA LIMA,47219,44352,91571
6100,KALIMANTAN BARAT,2243740,2149499,4393239
6101,SAMBAS,244569,251547,496116
6101010,SELAKAU,15134,14961,30095
6101011,SELAKAU TIMUR,5116,5070,10186
6101020,PEMANGKAT,22222,22200,44422
6101021,SEMPARUK,11607,12117,23724
6101022,SALATIGA,7263,7381,14644
6101030,TEBAS,31678,32141,63819
6101031,TEKARANG,6386,6924,13310
6101040,SAMBAS,22283,22720,45003
6101041,SUBAH,9155,8513,17668
6101042,SEBAWI,7638,7959,15597
6101043,SAJAD,4781,5142,9923
6101050,JAWAI,16350,18480,34830
6101051,JAWAI SELATAN,8707,8978,17685
6101060,TELUK KERAMAT,28085,30683,58768
6101061,GALING,9906,9805,19711
6101062,TANGARAN,9786,10956,20742
6101070,SEJANGKUNG,11198,11021,22219
6101080,SAJINGAN BESAR,5363,4518,9881
6101090,PALOH,11911,11978,23889
6102,BENGKAYANG,111927,102858,214785
6102010,SUNGAI RAYA ,9051,8992,18043
6102011,CAPKALA,3969,3584,7553
6102012,SUNGAI RAYA KEPULAUAN,10516,10018,20534
6102030,SAMALANTAN,9567,8671,18238
6102031,MONTERADO,12654,11672,24326
6102032,LEMBAH BAWANG,2780,2389,5169
6102040,BENGKAYANG,12102,11462,23564
6102041,TERIAK,6568,6165,12733
6102042,SUNGAI BETUNG,4761,4174,8935
6102050,LEDO,5826,5265,11091
6102051,SUTI SEMARANG,2528,2256,4784
6102052,LUMAR,3055,2762,5817
6102060,SANGGAU LEDO,5791,5414,11205
6102061,TUJUH BELAS,5868,5332,11200
6102070,SELUAS,9069,7981,17050
6102080,JAGOI BABANG,4545,3666,8211
6102081,SIDING,3277,3055,6332
6103,LANDAK,172707,157777,330484
